"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"04.11.2020","23,90","23,66","23,95","23,61","0,29K","1,49%"
"03.11.2020","23,55","23,45","23,80","23,45","0,21K","1,07%"
"30.10.2020","23,30","23,41","24,07","22,06","0,05K","0,60%"
"29.10.2020","23,16","23,17","23,33","23,11","0,16K","-1,03%"
"28.10.2020","23,40","22,86","23,46","22,86","0,43K","-2,05%"
"27.10.2020","23,89","23,96","23,96","23,89","0,01K","-0,33%"
"26.10.2020","23,97","23,72","23,97","23,20","0,48K","0,29%"
"23.10.2020","23,90","23,50","23,90","23,05","0,79K","0,84%"
"22.10.2020","23,70","23,60","23,90","23,60","0,43K","0,38%"
"21.10.2020","23,61","23,66","23,70","23,50","0,31K","0,60%"
"20.10.2020","23,47","23,40","23,57","23,39","0,21K","0,64%"
"19.10.2020","23,32","22,98","23,39","22,98","0,19K","0,52%"
"16.10.2020","23,20","23,49","24,10","18,50","0,25K","-0,85%"
"15.10.2020","23,40","23,01","23,44","23,00","0,17K","0,30%"
"14.10.2020","23,33","23,15","24,10","23,10","0,26K","1,08%"
"13.10.2020","23,08","22,95","23,10","22,89","0,48K","-1,91%"
"09.10.2020","23,53","23,30","23,70","18,50","0,92K","1,64%"
"08.10.2020","23,15","23,51","23,55","23,15","0,18K","-0,09%"
"07.10.2020","23,17","23,25","23,35","18,50","0,38K","0,67%"
"06.10.2020","23,02","22,80","23,20","18,50","0,53K","2,20%"
"05.10.2020","22,52","22,53","22,55","22,42","0,28K","0,07%"
"02.10.2020","22,50","22,50","23,20","18,50","0,27K","-0,25%"
"01.10.2020","22,56","22,70","22,85","22,56","0,12K","0,27%"
"30.09.2020","22,50","21,89","22,79","21,80","0,55K","2,51%"
"29.09.2020","21,95","21,78","21,95","21,73","0,13K","-0,23%"
"28.09.2020","22,00","22,13","22,18","21,90","0,45K","0,46%"
"25.09.2020","21,90","22,00","22,24","21,85","0,20K","-0,82%"
"24.09.2020","22,08","22,16","22,16","22,00","0,18K","-1,34%"
"23.09.2020","22,38","22,45","22,52","22,35","0,06K","-0,31%"
"22.09.2020","22,45","22,65","22,80","22,45","0,12K","-0,44%"
"21.09.2020","22,55","22,97","23,20","22,52","0,10K","-2,38%"
"18.09.2020","23,10","22,90","23,10","18,50","0,12K","1,76%"
"17.09.2020","22,70","22,17","22,70","22,16","0,25K","1,79%"
"16.09.2020","22,30","22,20","22,30","22,20","0,10K","1,87%"
"15.09.2020","21,89","22,13","22,13","21,89","0,09K","-0,66%"
"14.09.2020","22,03","22,00","22,15","18,50","0,08K","0,39%"
"11.09.2020","21,95","21,70","21,97","18,50","0,12K","1,71%"
"10.09.2020","21,58","21,60","21,60","21,58","0,00K","-0,05%"
"09.09.2020","21,59","21,54","21,60","21,54","0,05K","0,79%"
"08.09.2020","21,42","21,30","21,45","21,26","0,04K","0,52%"
"04.09.2020","21,31","21,30","21,35","18,50","0,06K","0,19%"
"03.09.2020","21,27","21,25","21,27","21,15","0,10K","0,57%"
"02.09.2020","21,15","20,98","21,15","20,93","0,03K","0,24%"
"01.09.2020","21,10","21,03","21,19","21,02","0,15K","0,33%"
"31.08.2020","21,03","21,22","21,23","21,03","0,26K","0,62%"
"28.08.2020","20,90","20,63","20,90","18,90","0,03K","0,58%"
"27.08.2020","20,78","20,63","20,78","20,63","0,13K","2,87%"
"26.08.2020","20,20","20,15","20,27","20,15","0,07K","0,50%"
"25.08.2020","20,10","20,03","20,10","20,03","0,37K","1,33%"
"24.08.2020","19,84","19,96","20,21","18,90","0,01K","-0,11%"
"21.08.2020","19,86","19,96","20,21","18,90","0,01K","-0,25%"
"20.08.2020","19,91","19,96","20,21","18,90","0,01K","-1,04%"
"19.08.2020","20,12","19,96","20,21","18,90","0,01K","0,05%"
"18.08.2020","20,11","19,96","20,21","18,90","0,01K","-0,52%"
"17.08.2020","20,21","19,96","20,21","19,96","0,01K","2,38%"
"14.08.2020","19,74","19,75","19,95","18,90","0,00K","-0,20%"
"13.08.2020","19,78","19,58","19,83","19,58","0,12K","1,96%"
"12.08.2020","19,40","19,20","19,40","19,20","0,00K","1,09%"
"11.08.2020","19,19","19,25","19,95","18,90","0,01K","0,06%"
"10.08.2020","19,18","19,25","19,95","18,90","0,04K","0,58%"
"07.08.2020","19,07","19,12","19,95","18,90","0,02K","-1,11%"
"06.08.2020","19,28","19,34","19,95","18,90","0,01K","-0,29%"
"05.08.2020","19,34","19,34","19,95","18,90","0,01K","-0,31%"
"04.08.2020","19,40","19,65","19,65","19,40","0,04K","-1,46%"
"03.08.2020","19,69","19,65","19,95","18,90","0,00K","0,44%"
"31.07.2020","19,60","19,60","19,95","18,90","0,00K","-0,30%"
"30.07.2020","19,66","19,98","20,00","18,43","0,02K","0,61%"
"29.07.2020","19,54","19,98","20,00","18,43","0,02K","-1,16%"
"28.07.2020","19,77","19,98","20,00","18,43","0,02K","-1,08%"
"27.07.2020","19,98","19,98","20,00","18,43","0,02K","0,27%"
"24.07.2020","19,93","19,98","20,00","18,43","0,02K","-0,25%"
"23.07.2020","19,98","20,00","20,00","19,90","0,03K","0,81%"
"22.07.2020","19,82","19,78","19,82","19,78","0,02K","0,05%"
"21.07.2020","19,81","19,75","19,83","19,75","0,03K","-0,49%"
"20.07.2020","19,91","19,86","19,90","18,43","0,02K","0,80%"
"17.07.2020","19,75","19,73","19,90","18,43","0,05K","0,25%"
"16.07.2020","19,70","19,69","19,70","19,69","0,03K","0,83%"
"15.07.2020","19,54","19,44","19,90","18,43","0,01K","0,71%"
"14.07.2020","19,40","19,44","19,44","19,40","0,01K","0,83%"
"13.07.2020","19,24","19,40","19,40","19,24","0,03K","-1,74%"
"10.07.2020","19,58","19,58","19,90","18,43","0,00K","-0,93%"
"09.07.2020","19,76","19,83","19,90","18,43","0,00K","0,43%"
"08.07.2020","19,68","19,80","19,80","19,68","0,05K","-0,61%"
"07.07.2020","19,80","19,81","19,81","19,80","0,24K","-0,40%"
"06.07.2020","19,88","19,90","19,90","19,88","0,02K","1,18%"
"03.07.2020","19,65","19,70","19,80","18,43","0,24K","-0,77%"
"02.07.2020","19,80","19,70","19,80","18,43","0,24K","0,81%"
"01.07.2020","19,64","19,55","19,64","19,55","0,02K","1,50%"
"30.06.2020","19,35","19,03","19,35","19,03","0,23K","1,29%"
"29.06.2020","19,10","19,04","19,55","18,30","0,00K","0,17%"
"26.06.2020","19,07","19,04","19,55","18,30","0,01K","0,10%"
"25.06.2020","19,05","19,10","19,10","18,96","0,04K","-0,76%"
"24.06.2020","19,20","19,23","19,55","18,30","0,01K","-0,23%"
"23.06.2020","19,24","19,30","19,31","19,24","0,01K","-0,40%"
"22.06.2020","19,32","19,35","19,55","18,30","0,00K","0,14%"
"19.06.2020","19,29","19,35","19,55","18,30","0,03K","0,21%"
"18.06.2020","19,25","19,21","19,26","19,21","0,01K","0,26%"
"17.06.2020","19,20","19,12","19,20","19,12","0,01K","0,45%"
"16.06.2020","19,11","19,20","19,55","18,30","0,01K","-0,23%"
"15.06.2020","19,16","19,11","19,55","18,30","0,00K","-0,26%"
"12.06.2020","19,21","19,10","19,55","18,30","0,01K","0,56%"
"10.06.2020","19,10","19,10","19,55","18,30","0,01K","0,26%"
"09.06.2020","19,05","19,02","19,05","18,99","0,01K","-0,52%"
"08.06.2020","19,15","18,90","19,39","18,90","0,00K","-0,26%"
"05.06.2020","19,20","19,20","19,55","18,30","0,03K","0,10%"
"04.06.2020","19,18","18,97","19,20","18,97","0,05K","1,43%"
"03.06.2020","18,91","18,88","18,91","18,88","0,01K","0,75%"
"02.06.2020","18,77","18,50","18,77","18,50","0,05K","1,30%"
"01.06.2020","18,53","18,38","18,62","18,38","0,10K","0,00%"
"29.05.2020","18,53","18,65","19,55","18,30","0,00K","-0,86%"
"28.05.2020","18,69","18,52","18,69","18,52","0,02K","-0,16%"
"27.05.2020","18,72","18,76","18,76","18,61","0,05K","0,21%"
"26.05.2020","18,68","18,50","18,68","18,50","0,09K","1,69%"
"25.05.2020","18,37","18,30","19,55","18,30","0,00K","0,38%"
"22.05.2020","18,30","18,30","19,55","18,30","0,00K","-0,87%"
"21.05.2020","18,46","18,69","18,69","18,41","0,07K","-1,18%"
"20.05.2020","18,68","18,70","19,55","18,35","0,06K","0,57%"
"19.05.2020","18,57","18,57","19,55","18,35","0,00K","0,00%"
"18.05.2020","18,57","18,63","18,63","18,57","0,00K","0,49%"
"15.05.2020","18,48","18,54","19,55","18,35","0,01K","-0,05%"
"14.05.2020","18,49","18,62","18,62","18,49","0,02K","-0,22%"
"13.05.2020","18,53","18,54","18,54","18,49","0,08K","-1,35%"
"12.05.2020","18,78","18,81","19,55","18,35","0,07K","-0,35%"
"11.05.2020","18,85","18,82","19,55","18,35","0,01K","0,53%"
"08.05.2020","18,75","18,72","19,55","18,35","0,05K","0,74%"
"07.05.2020","18,61","18,49","19,55","18,35","0,05K","1,41%"
"06.05.2020","18,35","18,50","19,55","18,35","0,00K","-0,83%"
"05.05.2020","18,51","18,50","19,55","18,35","0,00K","0,36%"
"04.05.2020","18,44","18,43","19,55","18,35","0,05K","-2,19%"
"30.04.2020","18,85","18,57","19,55","18,35","0,08K","2,83%"
"29.04.2020","18,34","18,20","19,55","18,00","0,01K","0,70%"
"28.04.2020","18,21","18,14","19,55","18,00","0,05K","-0,36%"
"27.04.2020","18,28","18,21","19,55","18,00","0,36K","-0,39%"
"24.04.2020","18,35","18,54","19,55","18,00","0,08K","-0,83%"
"23.04.2020","18,50","18,56","19,55","18,00","0,01K","0,54%"
"22.04.2020","18,40","18,36","19,55","18,00","0,03K","1,00%"
"20.04.2020","18,22","18,21","19,55","18,00","0,00K","-0,72%"
"17.04.2020","18,35","18,48","19,55","18,00","0,02K","-0,51%"
"16.04.2020","18,45","18,50","19,55","18,00","0,01K","-0,62%"
"15.04.2020","18,56","18,55","19,55","18,00","0,02K","-0,59%"
"14.04.2020","18,67","18,83","19,55","18,00","0,03K","-0,85%"
"13.04.2020","18,83","18,86","19,55","18,00","0,00K","-1,07%"
"09.04.2020","19,04","19,07","19,55","18,00","0,00K","1,05%"
"08.04.2020","18,84","18,90","19,55","18,00","0,00K","-0,03%"
"07.04.2020","18,84","18,90","19,55","18,00","0,02K","-0,09%"
"06.04.2020","18,86","18,90","19,55","18,00","0,00K","0,15%"
"03.04.2020","18,83","18,86","19,55","18,00","0,01K","-0,52%"
"02.04.2020","18,93","19,00","19,55","18,00","0,00K","-0,46%"
"01.04.2020","19,02","19,20","19,55","18,00","0,02K","-2,62%"
"31.03.2020","19,53","19,36","19,55","18,00","0,02K","0,42%"
"30.03.2020","19,45","19,55","19,55","18,00","0,02K","0,09%"
"27.03.2020","19,43","19,54","19,54","18,00","0,00K","0,14%"
"26.03.2020","19,41","19,41","19,41","19,41","0,00K","-0,69%"
"25.03.2020","19,54","19,54","19,54","18,00","0,00K","0,36%"
"24.03.2020","19,47","19,17","19,50","19,17","0,02K","-0,09%"
"23.03.2020","19,49","19,24","19,50","18,00","0,01K","2,57%"
"20.03.2020","19,00","18,83","19,02","18,83","0,03K","1,71%"
"19.03.2020","18,68","18,55","18,80","18,55","0,03K","2,64%"
"18.03.2020","18,20","18,23","19,50","18,00","0,00K","0,16%"
"17.03.2020","18,17","18,15","19,50","18,00","0,02K","0,28%"
"16.03.2020","18,12","18,50","19,50","18,00","0,03K","-3,15%"
"13.03.2020","18,71","18,91","19,50","18,70","0,01K","-1,27%"
"12.03.2020","18,95","18,84","19,50","18,84","0,04K","-1,56%"
"11.03.2020","19,25","19,40","19,50","19,15","0,00K","-0,36%"
"10.03.2020","19,32","19,42","19,50","19,15","0,20K","0,73%"
"09.03.2020","19,18","19,21","19,34","19,15","0,13K","-2,24%"
"06.03.2020","19,62","19,68","19,75","19,62","0,17K","-0,76%"
"05.03.2020","19,77","20,14","20,14","19,77","0,02K","-1,15%"
"04.03.2020","20,00","20,00","20,04","20,00","0,01K","0,30%"
"03.03.2020","19,94","19,98","20,00","19,91","0,06K","0,25%"
"02.03.2020","19,89","19,75","19,92","19,75","0,06K","1,07%"
"28.02.2020","19,68","19,66","19,68","19,66","0,02K","0,72%"
"27.02.2020","19,54","19,32","19,32","19,00","0,00K","0,51%"
"26.02.2020","19,44","19,50","19,53","19,41","0,12K","-0,97%"
"21.02.2020","19,63","19,68","19,80","19,61","0,41K","-0,20%"
"20.02.2020","19,67","19,75","19,75","19,67","0,01K","0,56%"
"19.02.2020","19,56","19,66","19,66","19,56","0,00K","-0,51%"
"18.02.2020","19,66","19,75","19,75","19,66","0,00K","-0,56%"
"14.02.2020","19,77","19,82","19,82","19,77","0,01K","-0,20%"
"13.02.2020","19,81","19,66","19,81","19,66","0,01K","1,07%"
"12.02.2020","19,60","19,60","19,60","19,60","-","0,26%"
"11.02.2020","19,55","19,55","19,55","19,55","-","0,26%"
"10.02.2020","19,50","19,47","19,57","19,45","0,08K","0,31%"
"07.02.2020","19,44","19,43","19,43","19,43","-","0,36%"
"06.02.2020","19,37","19,46","19,47","19,37","0,09K","-0,15%"
"05.02.2020","19,40","19,51","19,56","19,40","0,04K","0,15%"
"04.02.2020","19,37","19,48","19,53","19,37","0,01K","0,16%"
"03.02.2020","19,34","19,32","19,34","19,26","0,11K","0,57%"
"31.01.2020","19,23","19,32","19,32","19,23","0,01K","-0,36%"
"30.01.2020","19,30","19,63","19,63","19,30","0,03K","-1,93%"
"29.01.2020","19,68","19,70","19,70","19,68","0,00K","-0,10%"
"28.01.2020","19,70","19,69","19,75","19,69","0,01K","-0,30%"
"27.01.2020","19,76","19,60","19,80","19,58","0,10K","-0,65%"
"24.01.2020","19,89","20,00","20,00","19,85","0,07K","-0,85%"
"23.01.2020","20,06","20,01","20,07","19,96","0,05K","-0,69%"
"22.01.2020","20,20","20,29","20,29","20,19","0,08K","0,00%"
"21.01.2020","20,20","20,40","20,41","20,19","0,12K","-1,46%"
"17.01.2020","20,50","20,38","20,56","20,32","0,10K","0,59%"
"16.01.2020","20,38","20,42","20,45","20,35","0,06K","-0,63%"
"15.01.2020","20,51","20,74","20,75","20,46","0,08K","-1,25%"
"14.01.2020","20,77","20,89","20,89","20,71","0,01K","0,00%"
"13.01.2020","20,77","20,71","20,77","20,71","0,01K","-0,43%"
"10.01.2020","20,86","20,82","20,84","20,68","0,03K","0,19%"
"09.01.2020","20,82","20,96","20,99","20,72","0,02K","-0,62%"
"08.01.2020","20,95","20,82","20,95","20,82","0,02K","0,87%"
"07.01.2020","20,77","20,81","20,81","20,73","0,06K","-0,53%"
"06.01.2020","20,88","20,70","20,88","20,70","0,01K","0,63%"
